GeneID	pearson_corr	Best.hit.arabi.name	arabi.symbol	arabi.defline
Sobic.001G099100	0.38888786	AT5G49720.1	"ATGH9A1,DEC,GH9A1,IRX2,KOR,KOR1,RSW2,TSD1"	glycosyl hydrolase 9A1
Sobic.002G119800	0.388882352	AT4G26300.1	emb1027	"Arginyl-tRNA synthetase, class Ic"
Sobic.009G197600	0.388838169	AT4G35150.1		O-methyltransferase family protein
Sobic.006G185600	0.38883256	AT1G12570.1		Glucose-methanol-choline (GMC) oxidoreductase family protein
Sobic.007G080900	0.388775172	AT3G06190.1	"ATBPM2,BPM2"	BTB-POZ and MATH domain 2
Sobic.003G411600	0.388733517	AT2G35730.1		Heavy metal transport/detoxification superfamily protein 
Sobic.004G232700	0.388728274	AT4G39730.1		"Lipase/lipooxygenase, PLAT/LH2 family protein"
Sobic.009G248300	0.38869442	AT5G52882.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.009G187900	0.388446632	AT1G61660.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sobic.001G406100	0.38841292	AT5G01340.1		Mitochondrial substrate carrier family protein
Sobic.003G086300	0.388280147	AT1G16310.1		Cation efflux family protein
Sobic.001G227500	0.388277083	AT4G13630.1		"Protein of unknown function, DUF593"
Sobic.003G172400	0.38825088			
Sobic.004G214000	0.388205821	AT1G80050.1	"APT2,ATAPT2,PHT1.1"	adenine phosphoribosyl transferase 2
Sobic.001G510400	0.388131428	AT4G39490.1	CYP96A10	"cytochrome P450, family 96, subfamily A, polypeptide 10"
Sobic.001G440000	0.388069673	AT5G64813.1	LIP1	Ras-related small GTP-binding family protein
Sobic.001G426800	0.388041226	AT1G07350.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G363300	0.387973813	AT5G18980.1		ARM repeat superfamily protein
Sobic.009G126800	0.387938462	AT3G15140.1		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Sobic.009G115300	0.3877752			
Sobic.003G086700	0.387705785	AT1G73850.1		Protein of unknown function (DUF1666)
Sobic.005G216200	0.387630003	AT4G35160.1		O-methyltransferase family protein
Sobic.001G323900	0.387591443	AT5G07610.1		F-box family protein
Sobic.007G087400	0.387498208	AT5G09220.1	AAP2	amino acid permease 2
Sobic.009G205700	0.38742308	AT3G16520.3	UGT88A1	UDP-glucosyl transferase 88A1
Sobic.006G243400	0.387320374	AT4G34200.1	EDA9	D-3-phosphoglycerate dehydrogenase
Sobic.009G123000	0.38726327	AT2G41200.1		
Sobic.007G221800	0.387200238	AT3G45980.1	"H2B,HTB9"	Histone superfamily protein
Sobic.009G070600	0.387025245	AT4G25150.1		"HAD superfamily, subfamily IIIB acid phosphatase "
Sobic.002G148700	0.386978482	AT3G07600.1		Heavy metal transport/detoxification superfamily protein 
Sobic.004G325000	0.386968409	AT5G57710.1		Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
Sobic.009G054500	0.386844724	AT1G02660.1		alpha/beta-Hydrolases superfamily protein
Sobic.002G039400	0.386829781	AT1G08465.1	YAB2	Plant-specific transcription factor YABBY family protein
Sobic.001G024500	0.386632182	AT1G14870.1	PCR2	PLANT CADMIUM RESISTANCE 2
Sobic.009G111000	0.386631074	AT4G02330.1	ATPMEPCRB	Plant invertase/pectin methylesterase inhibitor superfamily
Sobic.002G186966	0.386592737			
Sobic.006G151600	0.386545167	AT3G53150.1	UGT73D1	UDP-glucosyl transferase 73D1
Sobic.006G151600	0.386545167	AT3G53160.1	UGT73C7	UDP-glucosyl transferase 73C7
Sobic.002G294500	0.386424153	AT2G38905.1		Low temperature and salt responsive protein family
Sobic.001G196000	0.386413621	AT4G39050.1		Kinesin motor family protein
Sobic.001G077100	0.386348817	AT1G47580.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.005G072300	0.386311155	AT5G09220.1	AAP2	amino acid permease 2
Sobic.006G281900	0.386292056	AT5G09330.3	"anac082,NAC082,VNI1"	NAC domain containing protein 82
Sobic.006G281900	0.386292056	AT5G09330.1	"anac082,NAC082,VNI1"	NAC domain containing protein 82
Sobic.006G281900	0.386292056	AT5G09330.4	"anac082,NAC082,VNI1"	NAC domain containing protein 82
Sobic.001G082400	0.386251711	AT4G37320.1	CYP81D5	"cytochrome P450, family 81, subfamily D, polypeptide 5"
Sobic.004G075000	0.386221972	AT2G24762.1	"AtGDU4,GDU4"	glutamine dumper 4
Sobic.004G328700	0.386113104	AT5G48930.1	HCT	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
Sobic.001G486100	0.386017951	AT3G52105.1		
Sobic.001G534532	0.385978376	AT1G33260.2		Protein kinase superfamily protein
Sobic.010G169000	0.385951908	AT3G21250.2	"ATMRP6,MRP6"	multidrug resistance-associated protein 6
Sobic.001G084600	0.385915996	AT3G02100.1		UDP-Glycosyltransferase superfamily protein
Sobic.001G247400	0.385892209	AT2G38820.2		Protein of unknown function (DUF506) 
Sobic.001G507300	0.385748135	AT4G28760.1		Protein of unknown function (DUF3741)
Sobic.001G507300	0.385748135	AT4G28760.2		Protein of unknown function (DUF3741)
Sobic.010G076600	0.385740269	AT2G05940.1		Protein kinase superfamily protein
Sobic.005G086100	0.385732248	AT2G02380.1	"ATGSTZ2,GSTZ2"	glutathione S-transferase (class zeta) 2
Sobic.003G409500	0.385708024			
Sobic.007G166300	0.385683912	AT5G58330.1		lactate/malate dehydrogenase family protein
Sobic.001G451800	0.385605996	AT1G48480.1	RKL1	receptor-like kinase 1
Sobic.004G205500	0.385485541	AT3G01750.1		Ankyrin repeat family protein
Sobic.009G239500	0.385418859	AT1G30820.1		CTP synthase family protein
Sobic.003G236900	0.385334194	AT4G32540.1	"YUC,YUC1"	Flavin-binding monooxygenase family protein
Sobic.003G247100	0.385193017	AT1G11910.1	"APA1,ATAPA1"	aspartic proteinase A1
Sobic.010G016900	0.384835895	AT1G12580.1	PEPKR1	phosphoenolpyruvate carboxylase-related kinase 1
Sobic.001G027800	0.38483085	AT5G66460.1		Glycosyl hydrolase superfamily protein
Sobic.007G169700	0.384802176	AT2G36310.1	URH1	uridine-ribohydrolase 1
Sobic.010G045300	0.384782367	AT5G67490.1		
Sobic.010G072500	0.384734038			
Sobic.005G107500	0.384667079	AT1G69850.1	"ATNRT1:2,NRT1:2,NTL1"	nitrate transporter 1:2
Sobic.005G107500	0.384667079	AT1G27040.1		Major facilitator superfamily protein
Sobic.002G311700	0.384650297	AT3G21750.1	UGT71B1	UDP-glucosyl transferase 71B1
Sobic.001G233300	0.384633888			
Sobic.001G470600	0.38453813	AT1G22150.1	SULTR1;3	sulfate transporter 1;3
Sobic.004G115700	0.384403286	AT2G46380.1		Protein of unknown function (DUF3133)
Sobic.004G115700	0.384403286	AT3G61670.1		Protein of unknown function (DUF3133)
Sobic.002G041300	0.384229665			
Sobic.004G037800	0.384202295	AT5G20730.2	"ARF7,BIP,IAA21,IAA23,IAA25,MSG1,NPH4,TIR5"	Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related
Sobic.001G386200	0.384189556	AT1G08570.1	ACHT4	atypical CYS  HIS rich thioredoxin 4
Sobic.002G311501	0.384167626	AT1G07250.1	UGT71C4	UDP-glucosyl transferase 71C4
Sobic.002G224800	0.38416332	AT1G47480.1		alpha/beta-Hydrolases superfamily protein
Sobic.010G256932	0.38412276	AT5G52450.1		MATE efflux family protein
Sobic.001G094400	0.384113279	AT5G37780.1	"ACAM-1,CAM1,TCH1"	calmodulin 1
Sobic.010G007200	0.384097536	AT2G38740.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Sobic.001G020500	0.384047457	AT1G34300.1		lectin protein kinase family protein
Sobic.005G005300	0.383942309	AT3G62450.1		
Sobic.001G097700	0.383880844			
Sobic.007G009500	0.383824144	AT5G47850.1	CCR4	CRINKLY4 related 4
Sobic.002G227900	0.383809594	AT1G47480.1		alpha/beta-Hydrolases superfamily protein
Sobic.003G244600	0.38377566	AT5G24090.1	"ATCHIA,CHIA"	chitinase A
Sobic.004G130001	0.383734728			
Sobic.008G133200	0.383694536	AT4G28780.1		GDSL-like Lipase/Acylhydrolase superfamily protein
Sobic.007G074000	0.383565109	AT2G32210.1		
Sobic.003G229000	0.383448285	AT3G14690.1	CYP72A15	"cytochrome P450, family 72, subfamily A, polypeptide 15"
Sobic.003G229000	0.383448285	AT3G14680.1	CYP72A14	"cytochrome P450, family 72, subfamily A, polypeptide 14"
Sobic.001G479000	0.383388305			
Sobic.006G024400	0.383376506	AT5G60900.1	RLK1	receptor-like protein kinase 1
Sobic.009G118500	0.383223959	AT3G56590.1		hydroxyproline-rich glycoprotein family protein
Sobic.009G118500	0.383223959	AT3G56590.2		hydroxyproline-rich glycoprotein family protein
Sobic.002G062600	0.383173033	AT3G14470.1		NB-ARC domain-containing disease resistance protein
Sobic.006G167100	0.383141529			
Sobic.001G146000	0.38313266	AT5G23860.1	TUB8	tubulin beta 8
Sobic.003G209900	0.382805723	AT2G34420.1	"LHB1B2,LHCB1.5"	photosystem II light harvesting complex gene B1B2
Sobic.003G136600	0.382632185	AT1G09540.1	"ATMYB61,MYB61"	myb domain protein 61
Sobic.004G088000	0.382615728			
Sobic.006G185900	0.382551917	AT2G45510.1	CYP704A2	"cytochrome P450, family 704, subfamily A, polypeptide 2"
Sobic.003G398100	0.382434562	AT1G70610.1	"ATTAP1,TAP1"	transporter associated with antigen processing protein 1
Sobic.002G254650	0.38228513	AT4G16695.1		
Sobic.002G107400	0.382283133	AT3G43600.1	"AAO2,AO3,AOgamma,atAO-2,AtAO3"	aldehyde oxidase 2
Sobic.006G115700	0.382191471	AT5G56270.1	"ATWRKY2,WRKY2"	WRKY DNA-binding protein 2
Sobic.008G147101	0.382182188	AT1G13300.1	HRS1	myb-like transcription factor family protein
Sobic.002G258400	0.382137228	AT3G23510.1		Cyclopropane-fatty-acyl-phospholipid synthase
Sobic.009G084100	0.382108541	AT4G28950.1	"ARAC7,ATRAC7,ATROP9,RAC7,ROP9"	RHO-related protein from plants 9
Sobic.002G194600	0.382004026	AT2G01770.1	"ATVIT1,VIT1"	vacuolar iron transporter 1
Sobic.001G389700	0.38194155	AT2G41010.1	"ATCAMBP25,CAMBP25"	calmodulin (CAM)-binding protein of 25 kDa
Sobic.001G053200	0.381808107			
Sobic.010G099000	0.381760526	AT5G62560.1		RING/U-box superfamily protein with ARM repeat domain
Sobic.010G113200	0.38163037	AT2G16890.2		UDP-Glycosyltransferase superfamily protein
Sobic.008G047900	0.381515189	AT1G76770.1		HSP20-like chaperones superfamily protein
Sobic.001G434100	0.381433471	AT4G26090.1	RPS2	NB-ARC domain-containing disease resistance protein
Sobic.007G025800	0.381353459	AT5G40780.1	LHT1	lysine histidine transporter 1
Sobic.009G071800	0.381271113	AT4G26270.1	PFK3	phosphofructokinase 3
Sobic.010G231800	0.381232287	AT3G52580.1		Ribosomal protein S11 family protein
Sobic.007G028700	0.381027589	AT4G20380.7	LSD1	LSD1 zinc finger family protein
Sobic.007G028700	0.381027589	AT4G20380.2	LSD1	LSD1 zinc finger family protein
Sobic.009G189200	0.380959329	AT1G61250.1	SC3	secretory carrier 3
Sobic.003G010300	0.380925859	AT3G48280.1	CYP71A25	"cytochrome P450, family 71, subfamily A, polypeptide 25"
Sobic.003G132500	0.380773811	AT1G20160.1	ATSBT5.2	Subtilisin-like serine endopeptidase family protein
Sobic.001G178250	0.380597741			
Sobic.004G343500	0.380406662	AT4G17740.1		Peptidase S41 family protein
Sobic.004G343500	0.380406662	AT4G17740.2		Peptidase S41 family protein
Sobic.009G206000	0.380356984	AT3G16520.3	UGT88A1	UDP-glucosyl transferase 88A1
Sobic.005G036000	0.380264503	AT5G15780.1		Pollen Ole e 1 allergen and extensin family protein
Sobic.003G420201	0.380196427	AT5G14410.1		
Sobic.003G304100	0.380122881	AT1G52190.1		Major facilitator superfamily protein
Sobic.002G010200	0.380040005	AT1G48590.2		Calcium-dependent lipid-binding (CaLB domain) family protein
Sobic.003G098700	0.379968015	AT1G49000.1		
Sobic.006G272600	0.379925494	AT3G48990.1		AMP-dependent synthetase and ligase family protein
Sobic.010G276700	0.379877125	AT1G73370.1	"ATSUS6,SUS6"	sucrose synthase 6
Sobic.005G084600	0.379866345			
Sobic.003G432700	0.379751512	AT1G78830.1		Curculin-like (mannose-binding) lectin family protein
Sobic.005G134600	0.379732914	AT1G15960.1	"ATNRAMP6,NRAMP6"	NRAMP metal ion transporter 6
Sobic.005G134600	0.379732914	AT1G47240.1	"ATNRAMP2,NRAMP2"	NRAMP metal ion transporter 2
Sobic.002G274000	0.379701568	AT4G10550.3		Subtilase family protein
Sobic.002G207500	0.379668397	AT4G30420.1		nodulin MtN21 /EamA-like transporter family protein
Sobic.002G284000	0.379438706	AT5G11880.1		Pyridoxal-dependent decarboxylase family protein
Sobic.010G171900	0.3794295	AT5G21100.1		Plant L-ascorbate oxidase
Sobic.002G327900	0.379380577	AT5G55180.1		O-Glycosyl hydrolases family 17 protein
Sobic.002G327900	0.379380577	AT5G55180.2		O-Glycosyl hydrolases family 17 protein
Sobic.009G068600	0.379368611	AT3G62160.1		HXXXD-type acyl-transferase family protein
Sobic.002G338700	0.379303884	AT1G61350.1		ARM repeat superfamily protein
Sobic.003G272200	0.379247261	AT2G46510.1	"AIB,ATAIB"	ABA-inducible BHLH-type transcription factor
Sobic.003G036950	0.379086837			
Sobic.001G071100	0.379059758	AT2G35795.1		Chaperone DnaJ-domain superfamily protein
Sobic.006G064600	0.378951371	AT5G36880.2	ACS	acetyl-CoA synthetase
Sobic.005G120500	0.378935105	AT5G63500.1		Protein of unknown function (DUF 3339)
Sobic.001G217900	0.378855728	AT1G13630.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.006G053000	0.378833988	AT5G63530.1	"ATFP3,FP3"	farnesylated protein 3
Sobic.006G236700	0.378833885	AT3G28860.1	"ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19"	ATP binding cassette subfamily B19
Sobic.002G208000	0.378569749			
Sobic.001G084400	0.378470199	AT3G02100.1		UDP-Glycosyltransferase superfamily protein
Sobic.003G042200	0.378423423	AT4G13340.1		Leucine-rich repeat (LRR) family protein
Sobic.003G018700	0.378376259	AT3G15030.3	"MEE35,TCP4"	TCP family transcription factor 4
Sobic.003G018700	0.378376259	AT3G15030.1	"MEE35,TCP4"	TCP family transcription factor 4
Sobic.003G420300	0.378299133	AT3G56590.1		hydroxyproline-rich glycoprotein family protein
Sobic.009G199601	0.3782705	AT2G16060.1	"AHB1,ARATH GLB1,ATGLB1,GLB1,HB1,NSHB1"	hemoglobin 1
Sobic.004G220400	0.378248368	AT2G37040.1	"ATPAL1,PAL1"	PHE ammonia lyase 1
Sobic.001G161601	0.378202232	AT3G04730.1	IAA16	indoleacetic acid-induced protein 16
Sobic.004G128600	0.37792886	AT4G20260.3	"ATPCAP1,PCAP1"	plasma-membrane associated cation-binding protein 1
Sobic.001G387700	0.377808632	AT3G43720.2		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Sobic.003G380000	0.377770658	AT4G10080.1		
Sobic.010G264700	0.377697638			
Sobic.010G259600	0.377658377	AT5G17540.1		HXXXD-type acyl-transferase family protein
Sobic.006G272800	0.377649745	AT4G11610.1		C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
Sobic.002G187700	0.377598122	AT4G38060.2		
Sobic.001G345200	0.377373972	AT4G33160.1		F-box family protein
Sobic.003G380500	0.377269592	AT1G24160.1		
Sobic.001G418000	0.377169997	AT1G78570.1	"ATRHM1,RHM1,ROL1"	rhamnose biosynthesis 1
Sobic.003G346100	0.376993988	AT1G06515.1		Protein of unknown function (DUF3317)
Sobic.002G140300	0.376887182	AT2G32300.1	UCC1	uclacyanin 1
Sobic.001G429900	0.376744051	AT2G06925.1	"ATSPLA2-ALPHA,PLA2-ALPHA"	Phospholipase A2 family protein
Sobic.003G401900	0.37650036	AT1G65295.1		
Sobic.007G059100	0.376395999	AT5G54160.1	"ATOMT1,OMT1"	O-methyltransferase 1
Sobic.007G032300	0.376375053	AT3G21710.2		
Sobic.007G032300	0.376375053	AT3G21710.1		
Sobic.007G211900	0.376363325	AT2G11810.1	"ATMGD3,MGD3,MGDC"	monogalactosyldiacylglycerol synthase type C
Sobic.007G151400	0.376360096	AT5G21482.1	"ATCKX5,CKX7"	cytokinin oxidase 7
Sobic.001G198800	0.376307701	AT2G01610.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
Sobic.009G130100	0.376215881	AT3G12500.1	"ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3"	basic chitinase
Sobic.002G005200	0.376167883	AT5G42510.1		Disease resistance-responsive (dirigent-like protein) family protein
Sobic.010G183600	0.37612338	AT5G11260.1	"HY5,TED 5"	Basic-leucine zipper (bZIP) transcription factor family protein
Sobic.006G153700	0.376060176	AT5G22300.1	"AtNIT4,NIT4"	nitrilase 4
Sobic.004G116300	0.375901026	AT2G46240.1	"ATBAG6,BAG6"	BCL-2-associated athanogene 6
Sobic.002G259200	0.375892943	AT5G13140.1		Pollen Ole e 1 allergen and extensin family protein
Sobic.007G027301	0.375797156	AT3G21800.1	UGT71B8	UDP-glucosyl transferase 71B8
Sobic.001G113900	0.375732859	AT1G66170.1	MMD1	RING/FYVE/PHD zinc finger superfamily protein
Sobic.008G096900	0.375721064	AT2G18460.1	LCV3	like COV 3
Sobic.004G189500	0.375435622			
Sobic.010G015400	0.37536777	AT5G16420.1		Pentatricopeptide repeat (PPR-like) superfamily protein
Sobic.001G453100	0.375303355	AT3G25900.1	"ATHMT-1,HMT-1"	Homocysteine S-methyltransferase family protein
Sobic.003G267200	0.375234234			
Sobic.002G002100	0.375187208	AT1G61900.1		
Sobic.002G228500	0.375023336	AT3G48700.1	"ATCXE13,CXE13"	carboxyesterase 13
Sobic.001G178200	0.374980442			
Sobic.007G059500	0.374941442	AT4G14540.1	NF-YB3	"nuclear factor Y, subunit B3"
Sobic.005G094800	0.374856302	AT4G04570.1	CRK40	cysteine-rich RLK (RECEPTOR-like protein kinase) 40
Sobic.010G077650	0.374732841			
Sobic.007G207800	0.374686083	AT1G76450.1		Photosystem II reaction center PsbP family protein
Sobic.004G218200	0.374605775	AT2G46690.1		SAUR-like auxin-responsive protein family 
Sobic.004G243500	0.374552694	AT1G71250.1		GDSL-like Lipase/Acylhydrolase superfamily protein
Sobic.004G278200	0.374418241	AT5G47060.1		Protein of unknown function (DUF581)
Sobic.001G528200	0.374406609	AT1G01030.1	NGA3	AP2/B3-like transcriptional factor family protein
Sobic.010G227400	0.374212944	AT5G11720.1		Glycosyl hydrolases family 31  protein
Sobic.002G057500	0.374193725	AT2G14045.1		
Sobic.001G273800	0.374087457	AT4G25570.1	ACYB-2	Cytochrome b561/ferric reductase transmembrane protein family
Sobic.006G130300	0.3739838	AT5G36700.4	"ATPGLP1,PGLP1"	2-phosphoglycolate phosphatase 1
Sobic.006G130300	0.3739838	AT5G36700.2	"ATPGLP1,PGLP1"	2-phosphoglycolate phosphatase 1
Sobic.003G419100	0.373955126	AT1G08820.2	VAP27-2	vamp/synaptobrevin-associated protein 27-2
Sobic.007G202000	0.373873792	AT2G19090.1		Protein of unknown function (DUF630 and DUF632)
Sobic.005G200300	0.373716719	AT5G53970.1		Tyrosine transaminase family protein
Sobic.010G088500	0.373621402	AT4G08950.1	EXO	Phosphate-responsive 1 family protein
Sobic.002G336600	0.373426747	AT4G05120.1	"ATENT3,ENT3,FUR1"	Major facilitator superfamily protein
Sobic.006G066200	0.373417544	AT1G08250.1	ADT6	arogenate dehydratase 6
Sobic.002G379800	0.373382869	AT4G39955.1		alpha/beta-Hydrolases superfamily protein
Sobic.006G036300	0.373372057	AT5G24860.1	"ATFPF1,FPF1"	flowering promoting factor 1
Sobic.005G037000	0.373173918	AT2G27690.1	CYP94C1	"cytochrome P450, family 94, subfamily C, polypeptide 1"
Sobic.001G443800	0.373111217	AT5G17330.1	"GAD,GAD1"	glutamate decarboxylase
Sobic.005G061200	0.373001904	AT1G65870.1		Disease resistance-responsive (dirigent-like protein) family protein
Sobic.008G064700	0.372720244	AT5G55120.1	VTC5	galactose-1-phosphate guanylyltransferase (GDP)s;GDP-D-glucose phosphorylases;quercetin 4\'-O-glucosyltransferases
Sobic.002G302500	0.372641839	AT2G19130.1		S-locus lectin protein kinase family protein
Sobic.010G175800	0.37263179	AT1G17180.1	"ATGSTU25,GSTU25"	glutathione S-transferase TAU 25
Sobic.002G138700	0.372609815	AT5G23950.1		Calcium-dependent lipid-binding (CaLB domain) family protein
Sobic.001G169000	0.372581401	AT1G20430.1		
Sobic.007G190700	0.372530313	AT3G02040.1	SRG3	senescence-related gene 3
Sobic.003G057100	0.372432628	AT3G53730.1		Histone superfamily protein
Sobic.010G099400	0.372300395	AT1G70170.1	MMP	matrix metalloproteinase
Sobic.002G218100	0.372184215	AT5G19530.1	ACL5	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.001G261476	0.372132995	AT1G78230.1		Outer arm dynein light chain 1 protein
Sobic.001G474300	0.372123757	AT4G08910.1		
Sobic.001G217600	0.372010069	AT3G59280.1	TXR1	"Protein Transporter, Pam16"
Sobic.002G110200	0.371988065	AT3G26300.1	CYP71B34	"cytochrome P450, family 71, subfamily B, polypeptide 34"
Sobic.010G193300	0.371923623	AT3G02600.1	"ATLPP3,LPP3"	lipid phosphate phosphatase 3
Sobic.003G363600	0.371873925	AT1G08320.1	"bZIP21,TGA9"	bZIP transcription factor family protein
Sobic.003G363600	0.371873925	AT1G08320.3	"bZIP21,TGA9"	bZIP transcription factor family protein
Sobic.002G130000	0.371837079	AT5G58770.1		Undecaprenyl pyrophosphate synthetase family protein
Sobic.007G150200	0.371834841	AT3G43850.1		
Sobic.001G265400	0.371829025			
Sobic.004G195800	0.371819252	AT3G20180.1		Copper transport protein family
Sobic.002G110100	0.371762908	AT3G26300.1	CYP71B34	"cytochrome P450, family 71, subfamily B, polypeptide 34"
Sobic.008G061000	0.371601371	AT1G71910.1		
Sobic.004G342400	0.371566415	AT2G33370.1		Ribosomal protein L14p/L23e family protein
Sobic.010G037200	0.371554961	AT5G04370.2	NAMT1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.002G373100	0.371399583	AT3G51420.1	"ATSSL4,SSL4"	strictosidine synthase-like 4
Sobic.002G373100	0.371399583	AT5G22020.1		Calcium-dependent phosphotriesterase superfamily protein
Sobic.003G196400	0.371355558	AT4G33000.1	"ATCBL10,CBL10,SCABP8"	calcineurin B-like protein 10
Sobic.003G196400	0.371355558	AT4G33000.2	"ATCBL10,CBL10,SCABP8"	calcineurin B-like protein 10
Sobic.009G036500	0.371346721	AT1G09540.1	"ATMYB61,MYB61"	myb domain protein 61
Sobic.001G091701	0.371311968	AT3G61110.1	"ARS27A,RS27A"	ribosomal protein S27
Sobic.010G136000	0.37123651	AT1G49000.1		
Sobic.002G262300	0.37119936	AT3G03310.1	"ATLCAT3,LCAT3"	lecithin:cholesterol acyltransferase 3
Sobic.009G251100	0.371109788	AT1G53300.1	TTL1	tetratricopetide-repeat thioredoxin-like 1
Sobic.001G501701	0.371020067			
Sobic.010G160400	0.37101247	AT1G15710.1		prephenate dehydrogenase family protein
Sobic.002G043400	0.370991446			
Sobic.001G320000	0.37084812	AT1G04110.1	SDD1	Subtilase family protein
Sobic.010G238600	0.370809453	AT3G29590.1	AT5MAT	HXXXD-type acyl-transferase family protein
Sobic.010G258000	0.370803366	AT5G58710.1	ROC7	rotamase CYP 7
Sobic.002G274800	0.37075592	AT4G22920.1	"ATNYE1,NYE1"	non-yellowing 1
Sobic.001G520100	0.370748968	AT1G11310.1	"ATMLO2,MLO2,PMR2"	Seven transmembrane MLO family protein
Sobic.010G127600	0.370700677	AT5G10770.1		Eukaryotic aspartyl protease family protein
Sobic.010G007500	0.370486082	AT5G26667.1	PYR6	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.001G308900	0.370432843	AT5G03450.1		Transducin/WD40 repeat-like superfamily protein
Sobic.001G297900	0.370275648	AT5G04620.2	"ATBIOF,BIOF"	biotin F
Sobic.003G157900	0.370271094	AT3G06780.1		glycine-rich protein
Sobic.003G315500	0.370003947			
Sobic.002G354200	0.369999851	AT3G18830.1	"ATPLT5,ATPMT5,PMT5"	polyol/monosaccharide transporter 5
Sobic.005G024800	0.369795131	AT5G13750.1	ZIFL1	zinc induced facilitator-like 1
Sobic.001G390200	0.369770168	AT2G26980.4	"CIPK3,SnRK3.17"	CBL-interacting protein kinase 3
Sobic.003G378201	0.369724352			
Sobic.004G015400	0.369639154	AT1G20560.1	AAE1	acyl activating enzyme 1
Sobic.001G525500	0.369608788	AT3G46290.1	HERK1	hercules receptor kinase 1
Sobic.005G091500	0.369552743	AT5G50300.1	"ATAZG2,AZG2"	Xanthine/uracil permease family protein
Sobic.001G226401	0.369205914	AT4G10300.1		RmlC-like cupins superfamily protein
Sobic.001G225900	0.369156079			
Sobic.004G341100	0.369153959	AT2G02230.1	"AtPP2-B1,PP2-B1"	phloem protein 2-B1
Sobic.001G471800	0.368881167	AT2G04850.1		Auxin-responsive family protein
Sobic.003G034700	0.368861529	AT4G26270.1	PFK3	phosphofructokinase 3
Sobic.008G135100	0.368797459	AT3G55390.1		Uncharacterised protein family (UPF0497)
Sobic.001G204601	0.36879651			
Sobic.002G328300	0.368671096	AT5G55180.1		O-Glycosyl hydrolases family 17 protein
Sobic.009G142500	0.368660104	AT5G20240.1	PI	K-box region and MADS-box transcription factor family protein 
Sobic.010G112700	0.368629071	AT1G70280.2		NHL domain-containing protein
Sobic.002G396400	0.368605918	AT3G06035.1		Glycoprotein membrane precursor GPI-anchored
Sobic.004G254000	0.368571519	AT5G60850.1	OBP4	OBF binding protein 4
Sobic.003G443000	0.368395704	AT3G05700.1		Drought-responsive family protein
Sobic.005G018500	0.368340391	AT1G69490.1	"ANAC029,ATNAP,NAP"	"NAC-like, activated by AP3/PI"
Sobic.004G062500	0.368133569	AT3G21240.1	"4CL2,AT4CL2"	4-coumarate:CoA ligase 2
Sobic.010G220600	0.368104951	AT5G44790.1	"HMA7,RAN1"	copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)
Sobic.010G255300	0.368043519	AT1G16720.1	HCF173	high chlorophyll fluorescence phenotype 173
Sobic.004G295400	0.367975099	AT3G57560.1	NAGK	N-acetyl-l-glutamate kinase
Sobic.002G352100	0.367764979	AT3G61470.1	LHCA2	photosystem I light harvesting complex gene 2
Sobic.001G159600	0.36763844	AT3G13050.1		Major facilitator superfamily protein
Sobic.004G319100	0.367584647	AT3G14060.1		
Sobic.008G119800	0.367518696	AT3G14470.1		NB-ARC domain-containing disease resistance protein
Sobic.008G176732	0.36746976			
Sobic.006G063500	0.367400282	AT1G79110.2		zinc ion binding
Sobic.007G006100	0.367394498	AT3G46530.1	RPP13	NB-ARC domain-containing disease resistance protein
Sobic.002G142400	0.367368293			
Sobic.006G221500	0.367049945	AT4G30580.1	"ATS2,EMB1995,LPAT1"	Phospholipid/glycerol acyltransferase family protein
Sobic.006G213700	0.366923541	AT3G12800.1	"DECR,SDRB"	short-chain dehydrogenase-reductase B
Sobic.010G023400	0.366843931	AT5G51550.1	EXL3	EXORDIUM like 3
Sobic.010G210600	0.366795473	AT1G80920.1	J8	Chaperone DnaJ-domain superfamily protein
Sobic.001G522500	0.366632943	AT4G38900.2		Basic-leucine zipper (bZIP) transcription factor family protein
Sobic.007G004600	0.366625545	AT1G60950.1	"ATFD2,FED A"	2Fe-2S ferredoxin-like superfamily protein
Sobic.001G397600	0.366556373	AT4G16146.1		cAMP-regulated phosphoprotein 19-related protein
